"","County_FIPS_Code","State_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","Strata_Determining_Factors","Number_Counties","Population_Size","Population_Density","Poverty","Age_19_Under","Age_19_64","Age_65_84","Age_85_and_Over","White","Black","Native_American","Asian","Hispanic","No_HS_Diploma","Unemployed","Sev_Work_Disabled","Major_Depression","Recent_Drug_Use","Ecol_Rpt","Ecol_Rpt_Ind","Ecol_Exp","Salm_Rpt","Salm_Rpt_Ind","Salm_Exp","Shig_Rpt","Shig_Rpt_Ind","Shig_Exp","Toxic_Chem","Carbon_Monoxide_Ind","Nitrogen_Dioxide_Ind","Sulfur_Dioxide_Ind","Ozone_Ind","Particulate_Matter_Ind","Lead_Ind","EH_Time_Span","No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","A_Wh_BirthDef","A_Bl_BirthDef","A_Ot_BirthDef","A_Hi_BirthDef","B_Wh_Injury","B_Bl_Injury","B_Ot_Injury","B_Hi_Injury","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","B_Wh_Homicide","B_Bl_Homicide","B_Ot_Homicide","B_Hi_Homicide","C_Wh_Injury","C_Bl_Injury","C_Ot_Injury","C_Hi_Injury","C_Wh_Homicide","C_Bl_Homicide","C_Ot_homicide","C_Hi_Homicide","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Injury","D_Bl_Injury","D_Ot_Injury","D_Hi_Injury","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","D_Wh_HIV","D_Bl_HIV","D_Ot_HIV","D_Hi_HIV","D_Wh_Homicide","D_Bl_Homicide","D_Ot_Homicide","D_Hi_Homicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer","LCD_Time_Span","ALE","US_ALE","All_Death","US_All_Death","Health_Status","US_Health_Status","Unhealthy_Days","US_Unhealthy_Days"
"1568","173","29","Ralls","Missouri","MO",40,"frontier status, population size, poverty, age",62,9761,21,9,22.5,63.5,12.2,1.8,98.4,1.1,0.1,0.1,0.6,1446,304,196,662,467,1,3,2,3,3,10,0,3,3,287668,1,1,1,1,1,1,NA,24,NA,24.7,NA,30,7.8,910,1053,162,10.2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,16,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,33,NA,NA,NA,34,NA,NA,NA,24,NA,NA,NA,NA,76.3,76.5,852.9,898.6,19.3,17.1,4.6,6
"1569","175","29","Randolph","Missouri","MO",65,"frontier status, population size, poverty, age, population density",30,25336,53,13.5,24.4,61.7,11.7,2.2,91.5,6.8,0.3,0.5,1.5,3902,669,574,1675,1196,2,4,2,25,3,32,20,4,10,1746748,1,1,1,1,1,1,NA,31.4,86.1,34.3,33.9,24,9.9,2957,3534,748,31.6,27.6,2,2,28,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,44,NA,NA,22,33,NA,NA,33,29,NA,NA,18,23,NA,NA,NA,74.8,76.5,1034.6,898.6,24,17.1,7,6
"1570","177","29","Ray","Missouri","MO",38,"frontier status, population size, poverty, age",35,24101,42,8.4,25.8,61.4,11.2,1.6,97,1.5,0.3,0.2,1.3,3273,644,561,1569,1158,2,3,7,11,3,28,4,3,21,4137,1,1,1,1,1,1,NA,32,NA,31.9,NA,36.3,8.2,2121,2553,513,8.3,16.6,2,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,17,NA,NA,NA,16,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,30,NA,NA,NA,40,62,NA,NA,20,21,NA,NA,NA,75.6,76.5,971.4,898.6,17.2,17.1,7.2,6
"1571","179","29","Reynolds","Missouri","MO",74,"frontier status, population size, poverty, age, population density",30,6585,8,18.1,21.9,59.8,16.2,2.1,96.9,0.7,0.8,0.1,0.9,1619,205,258,450,307,1,4,1,3,3,11,0,3,11,36925372,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,8.4,1282,1018,332,30.4,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,20,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,30,NA,NA,NA,35,NA,NA,NA,21,NA,NA,NA,NA,74.9,76.5,985.7,898.6,NA,17.1,NA,6
"1572","181","29","Ripley","Missouri","MO",75,"frontier status, population size, poverty, age, population density",37,13851,22,19.1,23.9,59,15.1,2,97.1,0.1,1.3,0.4,1.3,3599,391,522,923,649,0,3,1,9,3,23,5,3,8,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,12.7,2670,2311,716,43.3,14.4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,13,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,39,NA,NA,NA,39,NA,NA,NA,21,NA,NA,NA,NA,74.3,76.5,1036.7,898.6,22.9,17.1,7.6,6
"1573","183","29","St. Charles","Missouri","MO",10,"frontier status, population size, poverty, age",36,329940,589,4.9,27.1,63.3,8.7,0.9,93.5,3.5,0.2,1.5,2,23078,7435,3426,21113,15897,16,4,9,126,4,109,69,4,55,4366291,1,1,1,2,1,1,NA,19.5,75.7,20.9,23.2,21,5.7,21933,28745,4279,40,26.4,1,2,56,NA,NA,NA,26,NA,NA,NA,29,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,21,15,NA,NA,20,20,NA,NA,12,30,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,29,NA,NA,23,36,NA,NA,30,36,NA,45,24,24,NA,NA,NA,78.2,76.5,814,898.6,9.4,17.1,5.8,6
"1574","185","29","St. Clair","Missouri","MO",70,"frontier status, population size, poverty, age, population density",37,9686,14,16.7,21.1,57.2,18.9,2.8,97.9,0.4,0.5,0.5,1,1880,251,300,668,443,0,3,1,10,4,12,4,4,5,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1623,1775,409,72.3,20.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,13,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,30,NA,NA,NA,37,NA,NA,NA,22,NA,NA,NA,NA,75.8,76.5,916,898.6,NA,17.1,7.2,6
"1575","186","29","Ste. Genevieve","Missouri","MO",38,"frontier status, population size, poverty, age",35,18198,36,8.8,23.9,61.5,12.8,1.8,98.2,1,0.3,0.2,0.7,3222,511,530,1215,885,8,4,5,42,4,21,3,3,16,423612,1,1,1,1,1,1,NA,20.5,NA,NA,NA,NA,6.3,1295,2449,425,44,22,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,20,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,25,NA,NA,NA,35,NA,NA,NA,21,NA,NA,NA,NA,77.3,76.5,828.3,898.6,21.3,17.1,6.2,6
"1576","187","29","St. Francois","Missouri","MO",24,"frontier status, population size, poverty, age",35,61661,137,14.3,22.5,63.5,12.4,1.6,95.2,3.2,0.4,0.5,1,11686,1803,2239,4178,2987,2,4,3,39,4,39,11,4,20,47560,1,1,1,1,1,1,NA,29.9,80.8,30.9,38.9,30.5,10.7,6452,8429,2503,48.7,27.6,1,2,38,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,16,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,28,NA,NA,NA,34,NA,NA,NA,21,NA,NA,NA,NA,73.6,76.5,1109.5,898.6,24.3,17.1,8.5,6
"1577","189","29","St. Louis","Missouri","MO",1,"frontier status, population size",34,1004666,1978,8.6,24.7,61.2,12.2,1.9,74.3,21.3,0.2,2.9,1.7,81339,28449,22672,66298,47188,39,3,30,510,4,274,280,4,152,1748175,1,1,1,2,1,1,NA,19.6,79.2,20.6,26.1,19.6,5.3,81592,141129,18246,157.7,73.6,1,2,48,65,NA,NA,30,NA,NA,NA,15,23,NA,NA,15,13,NA,NA,NA,10,NA,NA,54,19,NA,NA,NA,48,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,20,12,NA,NA,17,15,NA,NA,16,18,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,41,35,49,48,24,27,20,NA,35,34,32,27,20,24,25,29,NA,77.4,76.5,847.8,898.6,12.1,17.1,5,6
"1578","195","29","Saline","Missouri","MO",63,"frontier status, population size, poverty, age, population density",32,23075,31,13.3,24.8,59.6,12.9,2.7,92.5,5.4,0.4,0.6,5.7,3905,603,611,1525,1165,2,4,2,39,4,30,27,4,7,71221,1,1,1,1,1,1,NA,31,83.1,26.3,38.6,33.2,11.4,2981,3643,772,60.7,34.7,2,2,29,NA,NA,NA,25,NA,NA,NA,48,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,13,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,30,NA,NA,25,37,NA,NA,42,42,NA,NA,19,22,NA,NA,NA,75.3,76.5,929.6,898.6,20.3,17.1,7.5,6
"1579","197","29","Schuyler","Missouri","MO",61,"frontier status, population size, poverty, age, population density",32,4308,14,13.6,22.6,57.2,16.8,3.5,98.8,0,0.1,0.2,0.7,565,134,107,292,198,2,4,0,4,3,5,0,3,2,NA,1,1,1,1,1,1,NA,NA,NA,15.3,NA,NA,6.2,636,956,152,0,46.4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,19,NA,NA,NA,NA,76.1,76.5,935.2,898.6,NA,17.1,6.2,6
"1580","199","29","Scotland","Missouri","MO",70,"frontier status, population size, poverty, age, population density",37,4928,11,13,26.8,55.8,14.7,2.8,99.4,0.2,0,0.2,0.8,741,97,103,317,236,1,4,0,1,3,6,7,4,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,18,5.7,877,845,99,20.3,20.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,29,NA,NA,NA,27,NA,NA,NA,18,NA,NA,NA,NA,76.1,76.5,949.8,898.6,NA,17.1,NA,6
"1581","201","29","Scott","Missouri","MO",33,"frontier status, population size, poverty, age",41,41143,98,14.6,26.8,59.4,11.8,2,87.2,11.6,0.2,0.3,1.3,7338,1180,1184,2641,1911,2,4,2,38,4,34,36,4,14,104812,1,1,1,1,1,1,NA,37.2,83.8,27.8,26.4,29.6,6.8,5611,5794,1637,68.1,36.5,1,2,48,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,18,10,NA,NA,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,36,18,NA,NA,28,29,NA,NA,33,41,NA,NA,21,21,NA,NA,NA,74.9,76.5,958,898.6,21.9,17.1,8.4,6
"1582","203","29","Shannon","Missouri","MO",74,"frontier status, population size, poverty, age, population density",30,8367,8,21.1,24.1,61,13.2,1.7,95.7,0.2,1.6,0.1,1,1833,283,328,556,401,3,4,1,5,3,13,10,4,13,786450,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,10.1,2070,1068,328,12,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,13,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,35,NA,NA,NA,37,NA,NA,NA,24,NA,NA,NA,NA,74.9,76.5,922.3,898.6,NA,17.1,NA,6
"1583","205","29","Shelby","Missouri","MO",61,"frontier status, population size, poverty, age, population density",32,6744,13,13.5,23.5,57.5,15.5,3.5,98.3,1.1,0.3,0.2,0.7,874,165,132,452,322,1,4,1,5,3,8,0,3,3,12,1,1,1,1,1,1,NA,NA,NA,23.3,NA,NA,8.9,958,1350,156,29.7,29.7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,29,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,40,NA,NA,NA,37,NA,NA,NA,19,NA,NA,NA,NA,76.5,76.5,854.2,898.6,14.7,17.1,4.2,6
"1584","207","29","Stoddard","Missouri","MO",49,"frontier status, population size, poverty, age, population density",35,29714,36,14.9,23.2,59.6,14.6,2.7,97.5,1.2,0.3,0.1,1,6847,919,1074,2000,1391,0,3,1,25,4,19,0,3,6,1105,1,1,1,1,1,1,NA,36,83.2,29.4,29.8,30,7.8,4118,5127,1246,20.2,26.9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,21,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,26,NA,NA,NA,35,NA,NA,NA,22,NA,NA,NA,NA,75.2,76.5,960.9,898.6,22.2,17.1,7.1,6
"1585","209","29","Stone","Missouri","MO",30,"frontier status, population size, poverty, age",57,30931,67,12.7,20.7,58.7,19.1,1.6,97.7,0.3,0.7,0.3,1.6,4425,1233,826,2140,1386,1,3,3,19,4,17,3,4,3,NA,1,1,1,1,1,1,NA,29.5,NA,21.8,NA,19.2,8.4,4339,5181,809,19.4,16.2,2,2,30,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,16,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,26,NA,NA,NA,31,NA,NA,NA,24,NA,NA,NA,NA,76.7,76.5,812.1,898.6,20.9,17.1,7.3,6
"1586","211","29","Sullivan","Missouri","MO",61,"frontier status, population size, poverty, age, population density",32,6907,11,14.7,24.7,57.2,14.6,3.5,98.5,0.8,0.3,0.2,11.7,1310,184,179,455,308,0,3,1,10,4,8,4,4,3,91000,1,1,1,1,1,1,NA,NA,NA,NA,NA,22,12.3,1331,1187,201,14.5,14.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,31,NA,NA,NA,31,NA,NA,NA,20,NA,NA,NA,NA,76.7,76.5,939.7,898.6,NA,17.1,8.9,6
"1587","213","29","Taney","Missouri","MO",30,"frontier status, population size, poverty, age",57,42985,68,13.2,23.3,60,14.9,1.9,96.7,0.9,0.7,0.6,3.1,5428,2187,946,2883,2052,1,3,4,20,3,24,3,3,4,1,1,1,1,1,1,1,NA,21.2,80.1,21.7,NA,23.7,7.8,6965,6777,1210,67.5,27.9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,24,NA,NA,NA,33,NA,NA,NA,20,NA,NA,NA,NA,76.7,76.5,903.3,898.6,17.4,17.1,6.4,6
"1588","215","29","Texas","Missouri","MO",75,"frontier status, population size, poverty, age, population density",37,24614,21,18.4,22.6,60,15.2,2.2,94.5,2.4,1,0.3,1.1,4873,667,875,1666,1169,7,4,2,27,3,39,6,3,14,26,1,1,1,1,1,1,NA,29.8,79.1,21.2,NA,29.3,10.2,4560,3845,911,16.3,20.3,2,2,48,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,17,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,28,NA,NA,NA,39,NA,NA,NA,19,NA,NA,NA,NA,74.9,76.5,912.8,898.6,30.7,17.1,9.2,6
"1589","217","29","Vernon","Missouri","MO",43,"frontier status, population size, poverty, age",57,20441,25,15,26.7,57.6,13.3,2.4,97.2,0.8,0.7,0.5,1.4,3153,490,521,1319,969,1,3,4,24,3,28,15,4,12,174167,1,1,1,1,1,1,NA,25.8,86,21.6,NA,NA,8.3,2964,3027,721,39.1,34.2,2,2,25,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,19,NA,NA,NA,13,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,26,NA,NA,NA,41,NA,NA,NA,18,NA,NA,NA,NA,75.3,76.5,977.2,898.6,20.3,17.1,8.2,6
"1590","219","29","Warren","Missouri","MO",38,"frontier status, population size, poverty, age",35,28764,67,9.1,25.1,62.2,11.3,1.4,96.3,2.3,0.3,0.2,2.1,3910,781,543,1889,1392,3,3,7,21,3,29,29,4,21,172384,1,1,1,1,1,1,NA,NA,NA,NA,NA,13.8,7,2343,3294,558,7,10.4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,17,NA,NA,NA,17,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,14,NA,NA,30,23,NA,NA,36,28,NA,NA,24,24,NA,NA,NA,75.9,76.5,881.2,898.6,12.3,17.1,6,6
"1591","221","29","Washington","Missouri","MO",68,"frontier status, population size, poverty, age, population density",34,24032,32,18.3,25.2,62.8,10.9,1.1,95.5,2.7,0.7,0.2,1,5933,884,696,1574,1165,0,3,0,33,4,39,3,3,14,606,1,1,1,1,1,1,NA,33.1,89.4,29.3,NA,34.3,8.8,3807,2409,946,12.5,8.3,1,1,33,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,13,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,37,NA,NA,NA,45,NA,NA,NA,21,NA,NA,NA,NA,73.4,76.5,1093.9,898.6,31.6,17.1,9,6
"1592","223","29","Wayne","Missouri","MO",70,"frontier status, population size, poverty, age, population density",37,13097,17,19.9,22.9,57.1,17.8,2.3,97.6,0.4,0.4,0.2,0.5,3689,390,565,884,605,2,4,1,9,3,17,1,3,7,36573,1,1,1,1,1,1,NA,34.5,NA,20.3,NA,NA,9.1,2507,2820,881,30.5,15.3,2,1,33,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,29,NA,NA,NA,35,NA,NA,NA,23,NA,NA,NA,NA,74.9,76.5,1009.5,898.6,28.7,17.1,8.7,6
"1593","225","29","Webster","Missouri","MO",33,"frontier status, population size, poverty, age",41,34745,59,13.9,27.1,61.1,10.3,1.4,96.9,1.2,0.7,0.3,1.2,5655,745,939,2220,1655,15,4,2,19,3,27,8,4,11,38293,1,1,1,1,1,1,NA,29,81.7,24,NA,32.2,5.1,5206,4494,1071,23,20.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,25,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,25,NA,NA,NA,40,NA,NA,NA,19,NA,NA,NA,NA,76.5,76.5,898.2,898.6,14.5,17.1,6.5,6
"1594","227","29","Worth","Missouri","MO",70,"frontier status, population size, poverty, age, population density",37,2174,8,13.2,21.6,56.5,17.9,4,98.7,0.6,0.5,0,0.3,302,47,40,149,104,0,3,0,0,3,3,0,3,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,15.6,NA,345,505,64,46,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,35,NA,NA,NA,35,NA,NA,NA,18,NA,NA,NA,NA,77,76.5,887.8,898.6,NA,17.1,4,6
"1595","229","29","Wright","Missouri","MO",76,"frontier status, population size, poverty, age, population density",38,18306,27,18.7,26.1,57.2,14.6,2.1,97.9,0.5,0.6,0.2,1.1,3496,522,574,1186,855,3,4,0,28,3,32,3,3,14,45655,1,1,1,1,1,1,NA,32.5,91.2,25.7,NA,24.7,8.1,3456,3277,861,27.3,32.8,1,2,45,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,11,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,30,NA,NA,NA,37,NA,NA,NA,19,NA,NA,NA,NA,75.2,76.5,992.4,898.6,24.1,17.1,6.7,6
"1596","510","29","St. Louis City","Missouri","MO",5,"frontier status, population size, poverty",25,344362,5561,21.3,26.6,61.2,10,2.2,45.6,50.7,0.3,2.1,2.4,64058,13095,11338,22161,16375,10,4,10,184,4,178,185,4,136,3511779,1,1,1,1,2,1,NA,28.5,78.8,29.7,30.3,27,10.2,63623,40285,11644,171.3,31.9,1,2,54,62,NA,NA,17,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,NA,NA,NA,55,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,24,11,NA,NA,NA,NA,NA,NA,16,16,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,27,26,NA,NA,25,28,NA,27,36,34,32,46,19,22,29,16,NA,70.8,76.5,1114.9,898.6,18.8,17.1,6.6,6
